郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),售電度數(當年累計),當月：105年12月，當年累計：105年01~12月
263,壯圍,19電燈＆綜合＆電力小計,**,"8,435 ","4,881,171 ","71,137,761 ",
263,壯圍,20臨時電燈,57 ,0 ,"3,606 ","89,269 ",
263,壯圍,21臨時電力,*,69 ,"3,751 ","95,671 ",
263,壯圍,22臨時用電小計,**,69 ,"7,357 ","184,940 ",
263,壯圍,23總計（含臨時用電）,**,"8,435 ","4,888,528 ","71,322,701 ",
263,壯圍,24表燈合計,**,959 ,"3,032,658 ","47,436,818 ",
263,壯圍,25綜合＆電力合計,**,"7,476 ","1,855,870 ","23,885,883 ",
264,員山,1表燈非營業用,"19,520 ",43 ,"4,224,640 ","58,339,928 ",
264,員山,2表燈營業用,727 ,"1,057 ","956,843 ","11,710,274 ",
264,員山,3表燈小計,**,"1,100 ","5,181,483 ","70,050,202 ",
264,員山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
264,員山,5低壓綜合需量非營業用,12 ,738 ,"123,495 ","1,227,453 ",
264,員山,6低壓綜合非營業用電小計,**,738 ,"123,495 ","1,227,453 ",
264,員山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
264,員山,8低壓綜合需量營業用,19 ,545 ,"145,770 ","2,007,325 ",
264,員山,9低壓綜合營業用電小計,**,545 ,"145,770 ","2,007,325 ",
264,員山,10低壓綜合用電小計,**,"1,283 ","269,265 ","3,234,778 ",
264,員山,11低壓裝置電力,96 ,"1,011 ","190,349 ","3,456,869 ",
264,員山,12低壓需量電力,112 ,"2,701 ","461,194 ","5,328,614 ",
264,員山,13低壓電力小計,**,"3,712 ","651,543 ","8,785,483 ",
264,員山,14高壓電力,26 ,"21,224 ","5,302,911 ","66,711,680 ",
264,員山,15特高壓電力,*,0 ,0 ,0 ,
264,員山,16高＆特高壓電力小計,**,"21,224 ","5,302,911 ","66,711,680 ",
264,員山,17電力小計,**,"24,936 ","5,954,454 ","75,497,163 ",
264,員山,18綜合＆電力小計,**,"26,219 ","6,223,719 ","78,731,941 ",
264,員山,19電燈＆綜合＆電力小計,**,"27,319 ","11,405,202 ","148,782,143 ",
264,員山,20臨時電燈,51 ,0 ,"4,544 ","82,049 ",
264,員山,21臨時電力,*,79 ,"13,160 ","238,041 ",
264,員山,22臨時用電小計,**,79 ,"17,704 ","320,090 ",
264,員山,23總計（含臨時用電）,**,"27,319 ","11,422,906 ","149,102,233 ",
264,員山,24表燈合計,**,"1,100 ","5,186,027 ","70,132,251 ",
264,員山,25綜合＆電力合計,**,"26,219 ","6,236,879 ","78,969,982 ",
265,羅東,1表燈非營業用,"38,170 ",137 ,"6,396,876 ","134,813,679 ",
265,羅東,2表燈營業用,"4,272 ","5,218 ","3,326,187 ","62,333,963 ",
265,羅東,3表燈小計,**,"5,355 ","9,723,063 ","197,147,642 ",
265,羅東,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
265,羅東,5低壓綜合需量非營業用,86 ,"3,073 ","419,682 ","5,515,453 ",
265,羅東,6低壓綜合非營業用電小計,**,"3,073 ","419,682 ","5,515,453 ",
265,羅東,7低壓綜合裝置營業用,*,43 ,"5,104 ","70,338 ",
265,羅東,8低壓綜合需量營業用,224 ,"10,651 ","2,584,531 ","32,880,331 ",
265,羅東,9低壓綜合營業用電小計,**,"10,694 ","2,589,635 ","32,950,669 ",
265,羅東,10低壓綜合用電小計,**,"13,767 ","3,009,317 ","38,466,122 ",
265,羅東,11低壓裝置電力,77 ,574 ,"59,590 ","894,456 ",
265,羅東,12低壓需量電力,38 ,"1,669 ","197,183 ","2,488,694 ",
265,羅東,13低壓電力小計,**,"2,243 ","256,773 ","3,383,150 ",
265,羅東,14高壓電力,22 ,"8,664 ","2,472,728 ","33,749,900 ",
265,羅東,15特高壓電力,*,0 ,0 ,0 ,
265,羅東,16高＆特高壓電力小計,**,"8,664 ","2,472,728 ","33,749,900 ",
265,羅東,17電力小計,**,"10,907 ","2,729,501 ","37,133,050 ",
265,羅東,18綜合＆電力小計,**,"24,674 ","5,738,818 ","75,599,172 ",
265,羅東,19電燈＆綜合＆電力小計,**,"30,029 ","15,461,881 ","272,746,814 ",
265,羅東,20臨時電燈,60 ,0 ,"1,358 ","74,599 ",
265,羅東,21臨時電力,*,620 ,"83,000 ","637,238 ",
265,羅東,22臨時用電小計,**,620 ,"84,358 ","711,837 ",
265,羅東,23總計（含臨時用電）,**,"30,029 ","15,546,239 ","273,458,651 ",
265,羅東,24表燈合計,**,"5,355 ","9,724,421 ","197,222,241 ",
265,羅東,25綜合＆電力合計,**,"24,674 ","5,821,818 ","76,236,410 ",
266,三星,1表燈非營業用,"13,378 ",69 ,"3,858,345 ","39,848,416 ",
266,三星,2表燈營業用,554 ,827 ,"629,486 ","7,910,671 ",
266,三星,3表燈小計,**,896 ,"4,487,831 ","47,759,087 ",
266,三星,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
266,三星,5低壓綜合需量非營業用,10 ,541 ,"110,841 ","1,678,062 ",
266,三星,6低壓綜合非營業用電小計,**,541 ,"110,841 ","1,678,062 ",
266,三星,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
266,三星,8低壓綜合需量營業用,9 ,249 ,"85,201 ","1,525,241 ",
266,三星,9低壓綜合營業用電小計,**,249 ,"85,201 ","1,525,241 ",
266,三星,10低壓綜合用電小計,**,790 ,"196,042 ","3,203,303 ",
266,三星,11低壓裝置電力,81 ,"1,042 ","36,099 ","572,223 ",
266,三星,12低壓需量電力,52 ,"1,598 ","139,638 ","2,310,944 ",
266,三星,13低壓電力小計,**,"2,640 ","175,737 ","2,883,167 ",
266,三星,14高壓電力,22 ,"11,377 ","1,990,344 ","24,031,765 ",
266,三星,15特高壓電力,*,0 ,0 ,0 ,
266,三星,16高＆特高壓電力小計,**,"11,377 ","1,990,344 ","24,031,765 ",
266,三星,17電力小計,**,"14,017 ","2,166,081 ","26,914,932 ",
266,三星,18綜合＆電力小計,**,"14,807 ","2,362,123 ","30,118,235 ",
266,三星,19電燈＆綜合＆電力小計,**,"15,703 ","6,849,954 ","77,877,322 ",
266,三星,20臨時電燈,68 ,0 ,"8,985 ","83,540 ",
266,三星,21臨時電力,*,105 ,"7,041 ","85,214 ",
266,三星,22臨時用電小計,**,105 ,"16,026 ","168,754 ",
266,三星,23總計（含臨時用電）,**,"15,703 ","6,865,980 ","78,046,076 ",
266,三星,24表燈合計,**,896 ,"4,496,816 ","47,842,627 ",
266,三星,25綜合＆電力合計,**,"14,807 ","2,369,164 ","30,203,449 ",
267,大同,1表燈非營業用,"2,188 ",5 ,"418,063 ","7,014,948 ",
267,大同,2表燈營業用,168 ,414 ,"186,254 ","2,891,511 ",
267,大同,3表燈小計,**,419 ,"604,317 ","9,906,459 ",
267,大同,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
267,大同,5低壓綜合需量非營業用,*,139 ,"26,760 ","292,640 ",
267,大同,6低壓綜合非營業用電小計,**,139 ,"26,760 ","292,640 ",
267,大同,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
267,大同,8低壓綜合需量營業用,7 ,207 ,"69,639 ","803,228 ",
267,大同,9低壓綜合營業用電小計,**,207 ,"69,639 ","803,228 ",
267,大同,10低壓綜合用電小計,**,346 ,"96,399 ","1,095,868 ",
267,大同,11低壓裝置電力,7 ,69 ,"7,078 ","119,736 ",
267,大同,12低壓需量電力,13 ,418 ,"11,685 ","154,877 ",
267,大同,13低壓電力小計,**,487 ,"18,763 ","274,613 ",
267,大同,14高壓電力,*,681 ,"210,960 ","2,269,020 ",
267,大同,15特高壓電力,*,0 ,0 ,0 ,
267,大同,16高＆特高壓電力小計,**,681 ,"210,960 ","2,269,020 ",
267,大同,17電力小計,**,"1,168 ","229,723 ","2,543,633 ",
267,大同,18綜合＆電力小計,**,"1,514 ","326,122 ","3,639,501 ",
267,大同,19電燈＆綜合＆電力小計,**,"1,933 ","930,439 ","13,545,960 ",
267,大同,20臨時電燈,*,0 ,0 ,"5,315 ",
267,大同,21臨時電力,*,0 ,0 ,0 ,
267,大同,22臨時用電小計,**,0 ,0 ,"5,315 ",
267,大同,23總計（含臨時用電）,**,"1,933 ","930,439 ","13,551,275 ",
267,大同,24表燈合計,**,419 ,"604,317 ","9,911,774 ",
267,大同,25綜合＆電力合計,**,"1,514 ","326,122 ","3,639,501 ",
268,五結,1表燈非營業用,"24,592 ",134 ,"6,787,174 ","75,256,078 ",
268,五結,2表燈營業用,"1,569 ","1,772 ","1,846,426 ","21,429,670 ",
268,五結,3表燈小計,**,"1,906 ","8,633,600 ","96,685,748 ",
268,五結,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
268,五結,5低壓綜合需量非營業用,30 ,"1,303 ","180,350 ","2,287,640 ",
268,五結,6低壓綜合非營業用電小計,**,"1,303 ","180,350 ","2,287,640 ",
268,五結,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
268,五結,8低壓綜合需量營業用,48 ,"2,642 ","515,603 ","6,855,723 ",
268,五結,9低壓綜合營業用電小計,**,"2,642 ","515,603 ","6,855,723 ",
268,五結,10低壓綜合用電小計,**,"3,945 ","695,953 ","9,143,363 ",
268,五結,11低壓裝置電力,284 ,"2,328 ","361,433 ","4,834,388 ",
268,五結,12低壓需量電力,198 ,"8,220 ","1,146,364 ","15,137,415 ",
268,五結,13低壓電力小計,**,"10,548 ","1,507,797 ","19,971,803 ",
268,五結,14高壓電力,65 ,"39,038 ","15,597,780 ","178,021,882 ",
268,五結,15特高壓電力,*,"5,300 ","2,662,800 ","32,498,800 ",
268,五結,16高＆特高壓電力小計,**,"44,338 ","18,260,580 ","210,520,682 ",
268,五結,17電力小計,**,"54,886 ","19,768,377 ","230,492,485 ",
268,五結,18綜合＆電力小計,**,"58,831 ","20,464,330 ","239,635,848 ",
268,五結,19電燈＆綜合＆電力小計,**,"60,737 ","29,097,930 ","336,321,596 ",
268,五結,20臨時電燈,95 ,0 ,"10,649 ","158,336 ",
268,五結,21臨時電力,14 ,452 ,"44,570 ","648,825 ",
268,五結,22臨時用電小計,**,452 ,"55,219 ","807,161 ",
268,五結,23總計（含臨時用電）,**,"60,737 ","29,153,149 ","337,128,757 ",
268,五結,24表燈合計,**,"1,906 ","8,644,249 ","96,844,084 ",
268,五結,25綜合＆電力合計,**,"58,831 ","20,508,900 ","240,284,673 ",
269,冬山,1表燈非營業用,"30,700 ",51 ,"10,613,487 ","99,031,373 ",
269,冬山,2表燈營業用,"1,969 ","1,597 ","2,306,088 ","24,224,269 ",
269,冬山,3表燈小計,**,"1,648 ","12,919,575 ","123,255,642 ",
269,冬山,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
269,冬山,5低壓綜合需量非營業用,19 ,984 ,"134,724 ","1,881,957 ",
269,冬山,6低壓綜合非營業用電小計,**,984 ,"134,724 ","1,881,957 ",
269,冬山,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
269,冬山,8低壓綜合需量營業用,33 ,"1,903 ","474,190 ","6,345,944 ",
269,冬山,9低壓綜合營業用電小計,**,"1,903 ","474,190 ","6,345,944 ",
269,冬山,10低壓綜合用電小計,**,"2,887 ","608,914 ","8,227,901 ",
269,冬山,11低壓裝置電力,130 ,"1,388 ","204,224 ","5,128,365 ",
269,冬山,12低壓需量電力,254 ,"11,318 ","1,403,353 ","18,540,836 ",
269,冬山,13低壓電力小計,**,"12,706 ","1,607,577 ","23,669,201 ",
269,冬山,14高壓電力,92 ,"63,347 ","20,655,335 ","233,389,236 ",
269,冬山,15特高壓電力,*,"20,750 ","17,617,200 ","135,308,400 ",
269,冬山,16高＆特高壓電力小計,**,"84,097 ","38,272,535 ","368,697,636 ",
269,冬山,17電力小計,**,"96,803 ","39,880,112 ","392,366,837 ",
269,冬山,18綜合＆電力小計,**,"99,690 ","40,489,026 ","400,594,738 ",
269,冬山,19電燈＆綜合＆電力小計,**,"101,338 ","53,408,601 ","523,850,380 ",
269,冬山,20臨時電燈,92 ,0 ,"14,296 ","188,959 ",
269,冬山,21臨時電力,*,71 ,"7,506 ","277,438 ",
269,冬山,22臨時用電小計,**,71 ,"21,802 ","466,397 ",
269,冬山,23總計（含臨時用電）,**,"101,338 ","53,430,403 ","524,316,777 ",
269,冬山,24表燈合計,**,"1,648 ","12,933,871 ","123,444,601 ",
269,冬山,25綜合＆電力合計,**,"99,690 ","40,496,532 ","400,872,176 ",
270,蘇澳,1表燈非營業用,"22,193 ",100 ,"4,282,799 ","69,255,535 ",
270,蘇澳,2表燈營業用,"1,446 ","1,599 ","1,235,356 ","18,278,607 ",
270,蘇澳,3表燈小計,**,"1,699 ","5,518,155 ","87,534,142 ",
270,蘇澳,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
270,蘇澳,5低壓綜合需量非營業用,33 ,"1,489 ","406,526 ","4,731,103 ",
270,蘇澳,6低壓綜合非營業用電小計,**,"1,489 ","406,526 ","4,731,103 ",
270,蘇澳,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
270,蘇澳,8低壓綜合需量營業用,68 ,"3,192 ","571,416 ","8,033,548 ",
270,蘇澳,9低壓綜合營業用電小計,**,"3,192 ","571,416 ","8,033,548 ",
270,蘇澳,10低壓綜合用電小計,**,"4,681 ","977,942 ","12,764,651 ",
270,蘇澳,11低壓裝置電力,132 ,"1,285 ","258,263 ","4,063,732 ",
270,蘇澳,12低壓需量電力,179 ,"9,431 ","1,250,322 ","16,049,080 ",
270,蘇澳,13低壓電力小計,**,"10,716 ","1,508,585 ","20,112,812 ",
270,蘇澳,14高壓電力,111 ,"70,952 ","22,347,602 ","258,530,411 ",
270,蘇澳,15特高壓電力,*,"69,190 ","46,929,400 ","512,084,600 ",
270,蘇澳,16高＆特高壓電力小計,**,"140,142 ","69,277,002 ","770,615,011 ",
270,蘇澳,17電力小計,**,"150,858 ","70,785,587 ","790,727,823 ",
270,蘇澳,18綜合＆電力小計,**,"155,539 ","71,763,529 ","803,492,474 ",
270,蘇澳,19電燈＆綜合＆電力小計,**,"157,238 ","77,281,684 ","891,026,616 ",
270,蘇澳,20臨時電燈,41 ,0 ,"17,874 ","173,169 ",
270,蘇澳,21臨時電力,8 ,933 ,"179,560 ","2,983,260 ",
270,蘇澳,22臨時用電小計,**,933 ,"197,434 ","3,156,429 ",
270,蘇澳,23總計（含臨時用電）,**,"157,238 ","77,479,118 ","894,183,045 ",
270,蘇澳,24表燈合計,**,"1,699 ","5,536,029 ","87,707,311 ",
270,蘇澳,25綜合＆電力合計,**,"155,539 ","71,943,089 ","806,475,734 ",
272,南澳,1表燈非營業用,"1,821 ",0 ,"696,500 ","8,206,234 ",
272,南澳,2表燈營業用,110 ,194 ,"131,044 ","1,784,841 ",
272,南澳,3表燈小計,**,194 ,"827,544 ","9,991,075 ",
272,南澳,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
272,南澳,5低壓綜合需量非營業用,6 ,310 ,"79,120 ","959,922 ",
272,南澳,6低壓綜合非營業用電小計,**,310 ,"79,120 ","959,922 ",
272,南澳,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
272,南澳,8低壓綜合需量營業用,*,48 ,"26,494 ","322,448 ",
272,南澳,9低壓綜合營業用電小計,**,48 ,"26,494 ","322,448 ",
272,南澳,10低壓綜合用電小計,**,358 ,"105,614 ","1,282,370 ",
272,南澳,11低壓裝置電力,10 ,101 ,"15,254 ","196,357 ",
272,南澳,12低壓需量電力,26 ,811 ,"144,676 ","1,714,843 ",
272,南澳,13低壓電力小計,**,912 ,"159,930 ","1,911,200 ",
272,南澳,14高壓電力,*,950 ,"117,180 ","1,803,912 ",
272,南澳,15特高壓電力,*,"15,600 ","8,232,000 ","88,622,400 ",
272,南澳,16高＆特高壓電力小計,**,"16,550 ","8,349,180 ","90,426,312 ",
272,南澳,17電力小計,**,"17,462 ","8,509,110 ","92,337,512 ",
272,南澳,18綜合＆電力小計,**,"17,820 ","8,614,724 ","93,619,882 ",
272,南澳,19電燈＆綜合＆電力小計,**,"18,014 ","9,442,268 ","103,610,957 ",
272,南澳,20臨時電燈,6 ,0 ,"5,984 ","95,915 ",
272,南澳,21臨時電力,19 ,"4,240 ","846,814 ","16,423,493 ",
272,南澳,22臨時用電小計,**,"4,240 ","852,798 ","16,519,408 ",
272,南澳,23總計（含臨時用電）,**,"18,014 ","10,295,066 ","120,130,365 ",
272,南澳,24表燈合計,**,194 ,"833,528 ","10,086,990 ",
272,南澳,25綜合＆電力合計,**,"17,820 ","9,461,538 ","110,043,375 ",
290,中山區,1表燈非營業用,*,0 ,0 ,0 ,
290,中山區,2表燈營業用,*,0 ,0 ,0 ,
290,中山區,3表燈小計,**,0 ,0 ,0 ,
290,中山區,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
290,中山區,5低壓綜合需量非營業用,*,0 ,0 ,0 ,
290,中山區,6低壓綜合非營業用電小計,**,0 ,0 ,0 ,
290,中山區,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
290,中山區,8低壓綜合需量營業用,*,0 ,0 ,0 ,
290,中山區,9低壓綜合營業用電小計,**,0 ,0 ,0 ,
290,中山區,10低壓綜合用電小計,**,0 ,0 ,0 ,
290,中山區,11低壓裝置電力,*,0 ,0 ,0 ,
290,中山區,12低壓需量電力,*,0 ,0 ,0 ,
290,中山區,13低壓電力小計,**,0 ,0 ,0 ,
290,中山區,14高壓電力,*,0 ,0 ,0 ,
290,中山區,15特高壓電力,*,0 ,0 ,0 ,
290,中山區,16高＆特高壓電力小計,**,0 ,0 ,0 ,
290,中山區,17電力小計,**,0 ,0 ,0 ,
290,中山區,18綜合＆電力小計,**,0 ,0 ,0 ,
290,中山區,19電燈＆綜合＆電力小計,**,0 ,0 ,0 ,
290,中山區,20臨時電燈,*,0 ,0 ,0 ,
290,中山區,21臨時電力,*,0 ,0 ,0 ,
290,中山區,22臨時用電小計,**,0 ,0 ,0 ,
290,中山區,23總計（含臨時用電）,**,0 ,0 ,0 ,
290,中山區,24表燈合計,**,0 ,0 ,0 ,
290,中山區,25綜合＆電力合計,**,0 ,0 ,0 ,
300,新竹市,1表燈非營業用,"230,932 ","1,938 ","63,374,955 ","946,254,719 ",
300,新竹市,2表燈營業用,"16,705 ","24,103 ","24,335,351 ","310,291,579 ",
300,新竹市,3表燈小計,**,"26,041 ","87,710,306 ","1,256,546,298 ",
300,新竹市,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
300,新竹市,5低壓綜合需量非營業用,"1,090 ","43,324 ","7,242,745 ","91,788,007 ",
300,新竹市,6低壓綜合非營業用電小計,**,"43,324 ","7,242,745 ","91,788,007 ",
300,新竹市,7低壓綜合裝置營業用,*,108 ,"10,693 ","129,157 ",
300,新竹市,8低壓綜合需量營業用,"1,399 ","55,405 ","12,132,949 ","157,921,521 ",
300,新竹市,9低壓綜合營業用電小計,**,"55,513 ","12,143,642 ","158,050,678 ",
300,新竹市,10低壓綜合用電小計,**,"98,837 ","19,386,387 ","249,838,685 ",
300,新竹市,11低壓裝置電力,386 ,"3,207 ","254,883 ","4,076,341 ",
300,新竹市,12低壓需量電力,"1,248 ","53,130 ","10,551,508 ","134,273,850 ",
300,新竹市,13低壓電力小計,**,"56,337 ","10,806,391 ","138,350,191 ",
300,新竹市,14高壓電力,464 ,"504,574 ","222,490,445 ","2,798,725,207 ",
300,新竹市,15特高壓電力,20 ,"550,944 ","367,076,348 ","4,486,519,514 ",
300,新竹市,16高＆特高壓電力小計,**,"1,055,518 ","589,566,793 ","7,285,244,721 ",
300,新竹市,17電力小計,**,"1,111,855 ","600,373,184 ","7,423,594,912 ",
300,新竹市,18綜合＆電力小計,**,"1,210,692 ","619,759,571 ","7,673,433,597 ",
300,新竹市,19電燈＆綜合＆電力小計,**,"1,236,733 ","707,469,877 ","8,929,979,895 ",
300,新竹市,20臨時電燈,243 ,0 ,"56,455 ","1,093,463 ",
300,新竹市,21臨時電力,65 ,"3,918 ","412,645 ","7,273,479 ",
300,新竹市,22臨時用電小計,**,"3,918 ","469,100 ","8,366,942 ",
300,新竹市,23總計（含臨時用電）,**,"1,236,733 ","707,938,977 ","8,938,346,837 ",
300,新竹市,24表燈合計,**,"26,041 ","87,766,761 ","1,257,639,761 ",
300,新竹市,25綜合＆電力合計,**,"1,210,692 ","620,172,216 ","7,680,707,076 ",
302,竹北,1表燈非營業用,"101,885 ",671 ,"31,862,666 ","404,320,016 ",
302,竹北,2表燈營業用,"7,423 ","13,644 ","14,173,136 ","149,038,961 ",
302,竹北,3表燈小計,**,"14,315 ","46,035,802 ","553,358,977 ",
302,竹北,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
302,竹北,5低壓綜合需量非營業用,578 ,"31,972 ","5,125,563 ","62,500,321 ",
302,竹北,6低壓綜合非營業用電小計,**,"31,972 ","5,125,563 ","62,500,321 ",
302,竹北,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
302,竹北,8低壓綜合需量營業用,992 ,"49,268 ","11,006,603 ","136,108,972 ",
302,竹北,9低壓綜合營業用電小計,**,"49,268 ","11,006,603 ","136,108,972 ",
302,竹北,10低壓綜合用電小計,**,"81,240 ","16,132,166 ","198,609,293 ",
302,竹北,11低壓裝置電力,32 ,323 ,"36,263 ","452,545 ",
302,竹北,12低壓需量電力,378 ,"22,290 ","4,545,279 ","54,877,814 ",
302,竹北,13低壓電力小計,**,"22,613 ","4,581,542 ","55,330,359 ",
302,竹北,14高壓電力,128 ,"98,544 ","43,493,810 ","519,913,876 ",
302,竹北,15特高壓電力,*,"21,600 ","12,442,800 ","146,284,200 ",
302,竹北,16高＆特高壓電力小計,**,"120,144 ","55,936,610 ","666,198,076 ",
302,竹北,17電力小計,**,"142,757 ","60,518,152 ","721,528,435 ",
302,竹北,18綜合＆電力小計,**,"223,997 ","76,650,318 ","920,137,728 ",
302,竹北,19電燈＆綜合＆電力小計,**,"238,312 ","122,686,120 ","1,473,496,705 ",
302,竹北,20臨時電燈,202 ,0 ,"50,854 ","628,847 ",
302,竹北,21臨時電力,79 ,"5,835 ","925,100 ","13,636,266 ",
302,竹北,22臨時用電小計,**,"5,835 ","975,954 ","14,265,113 ",
302,竹北,23總計（含臨時用電）,**,"238,312 ","123,662,074 ","1,487,761,818 ",
302,竹北,24表燈合計,**,"14,315 ","46,086,656 ","553,987,824 ",
302,竹北,25綜合＆電力合計,**,"223,997 ","77,575,418 ","933,773,994 ",
303,湖口,1表燈非營業用,"42,679 ",319 ,"11,052,149 ","163,391,132 ",
303,湖口,2表燈營業用,"3,126 ","3,052 ","3,586,711 ","48,282,674 ",
303,湖口,3表燈小計,**,"3,371 ","14,638,860 ","211,673,806 ",
303,湖口,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
303,湖口,5低壓綜合需量非營業用,55 ,"3,325 ","503,943 ","6,180,918 ",
303,湖口,6低壓綜合非營業用電小計,**,"3,325 ","503,943 ","6,180,918 ",
303,湖口,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
303,湖口,8低壓綜合需量營業用,113 ,"4,884 ","1,162,134 ","13,780,739 ",
303,湖口,9低壓綜合營業用電小計,**,"4,884 ","1,162,134 ","13,780,739 ",
303,湖口,10低壓綜合用電小計,**,"8,209 ","1,666,077 ","19,961,657 ",
303,湖口,11低壓裝置電力,24 ,260 ,"20,315 ","263,200 ",
303,湖口,12低壓需量電力,251 ,"15,596 ","3,233,367 ","37,663,640 ",
303,湖口,13低壓電力小計,**,"15,856 ","3,253,682 ","37,926,840 ",
303,湖口,14高壓電力,328 ,"385,441 ","195,972,465 ","2,216,452,246 ",
303,湖口,15特高壓電力,15 ,"97,235 ","48,122,781 ","634,685,914 ",
303,湖口,16高＆特高壓電力小計,**,"482,676 ","244,095,246 ","2,851,138,160 ",
303,湖口,17電力小計,**,"498,532 ","247,348,928 ","2,889,065,000 ",
303,湖口,18綜合＆電力小計,**,"506,741 ","249,015,005 ","2,909,026,657 ",
303,湖口,19電燈＆綜合＆電力小計,**,"510,112 ","263,653,865 ","3,120,700,463 ",
303,湖口,20臨時電燈,125 ,0 ,"24,788 ","354,562 ",
303,湖口,21臨時電力,*,329 ,"30,163 ","839,683 ",
303,湖口,22臨時用電小計,**,329 ,"54,951 ","1,194,245 ",
303,湖口,23總計（含臨時用電）,**,"510,112 ","263,708,816 ","3,121,894,708 ",
303,湖口,24表燈合計,**,"3,371 ","14,663,648 ","212,028,368 ",
303,湖口,25綜合＆電力合計,**,"506,741 ","249,045,168 ","2,909,866,340 ",
304,新豐,1表燈非營業用,"29,214 ",108 ,"13,845,842 ","112,396,922 ",
304,新豐,2表燈營業用,"1,914 ","2,347 ","4,361,739 ","32,947,865 ",
304,新豐,3表燈小計,**,"2,455 ","18,207,581 ","145,344,787 ",
304,新豐,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
304,新豐,5低壓綜合需量非營業用,38 ,"1,595 ","246,520 ","3,294,794 ",
304,新豐,6低壓綜合非營業用電小計,**,"1,595 ","246,520 ","3,294,794 ",
304,新豐,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
304,新豐,8低壓綜合需量營業用,69 ,"3,245 ","706,049 ","9,582,171 ",
304,新豐,9低壓綜合營業用電小計,**,"3,245 ","706,049 ","9,582,171 ",
304,新豐,10低壓綜合用電小計,**,"4,840 ","952,569 ","12,876,965 ",
304,新豐,11低壓裝置電力,22 ,291 ,"23,335 ","334,774 ",
304,新豐,12低壓需量電力,158 ,"10,567 ","2,123,315 ","25,272,499 ",
304,新豐,13低壓電力小計,**,"10,858 ","2,146,650 ","25,607,273 ",
304,新豐,14高壓電力,67 ,"58,167 ","18,509,077 ","216,687,615 ",
304,新豐,15特高壓電力,*,"31,450 ","20,281,200 ","228,992,000 ",
304,新豐,16高＆特高壓電力小計,**,"89,617 ","38,790,277 ","445,679,615 ",
304,新豐,17電力小計,**,"100,475 ","40,936,927 ","471,286,888 ",
304,新豐,18綜合＆電力小計,**,"105,315 ","41,889,496 ","484,163,853 ",
304,新豐,19電燈＆綜合＆電力小計,**,"107,770 ","60,097,077 ","629,508,640 ",
304,新豐,20臨時電燈,79 ,0 ,"26,243 ","224,368 ",
304,新豐,21臨時電力,6 ,"1,236 ","82,040 ","396,841 ",
304,新豐,22臨時用電小計,**,"1,236 ","108,283 ","621,209 ",
304,新豐,23總計（含臨時用電）,**,"107,770 ","60,205,360 ","630,129,849 ",
304,新豐,24表燈合計,**,"2,455 ","18,233,824 ","145,569,155 ",
304,新豐,25綜合＆電力合計,**,"105,315 ","41,971,536 ","484,560,694 ",
305,新埔,1表燈非營業用,"18,160 ",53 ,"3,677,946 ","63,400,308 ",
305,新埔,2表燈營業用,791 ,750 ,"590,479 ","11,469,454 ",
305,新埔,3表燈小計,**,803 ,"4,268,425 ","74,869,762 ",
305,新埔,4低壓綜合裝置非營業用,*,0 ,0 ,0 ,
305,新埔,5低壓綜合需量非營業用,15 ,683 ,"73,232 ","972,099 ",
305,新埔,6低壓綜合非營業用電小計,**,683 ,"73,232 ","972,099 ",
305,新埔,7低壓綜合裝置營業用,*,0 ,0 ,0 ,
305,新埔,8低壓綜合需量營業用,25 ,"1,152 ","342,852 ","4,127,184 ",
305,新埔,9低壓綜合營業用電小計,**,"1,152 ","342,852 ","4,127,184 ",
305,新埔,10低壓綜合用電小計,**,"1,835 ","416,084 ","5,099,283 ",
305,新埔,11低壓裝置電力,28 ,318 ,"99,086 ","1,029,128 ",
305,新埔,12低壓需量電力,79 ,"2,985 ","493,678 ","6,062,977 ",
305,新埔,13低壓電力小計,**,"3,303 ","592,764 ","7,092,105 ",
305,新埔,14高壓電力,35 ,"31,159 ","15,210,400 ","181,372,760 ",
305,新埔,15特高壓電力,*,"53,000 ","32,707,200 ","408,403,200 ",
