郵遞區號,行政區,用電種類,用戶數,契約容量,售電度數(當月),,
354,獅潭,3表燈小計　　　　　　　,**,317,"755,040",,
354,獅潭,4低壓綜合裝置非營業用　,＊,0,0,,
354,獅潭,5低壓綜合需量非營業用　,＊,25,"11,680",,
354,獅潭,6低壓綜合非營業用電小計,**,25,"11,680",,
354,獅潭,7低壓綜合裝置營業用　　,＊,0,0,,
354,獅潭,8低壓綜合需量營業用　　,＊,126,"77,009",,
354,獅潭,9低壓綜合營業用電小計　,**,126,"77,009",,
354,獅潭,10低壓綜合用電小計　　　,**,151,"88,689",,
354,獅潭,11低壓裝置電力　　　　　,7,47,"3,243",,
354,獅潭,12低壓需量電力　　　　　,＊,69,"10,800",,
354,獅潭,13低壓電力小計　　　　　,**,116,"14,043",,
354,獅潭,14高壓電力　　　　　　　,＊,750,"134,600",,
354,獅潭,15特高壓電力　　　　　　,＊,0,0,,
354,獅潭,16高＆特高壓電力小計　　,**,750,"134,600",,
354,獅潭,17電力小計　　　　　　　,**,866,"148,643",,
354,獅潭,18綜合＆電力小計　　　　,**,"1,017","237,332",,
354,獅潭,19電燈＆綜合＆電力小計　,**,"1,334","992,372",,
354,獅潭,20臨時電燈　　　　　　　,＊,0,200,,
354,獅潭,21臨時電力　　　　　　　,＊,0,0,,
354,獅潭,22臨時用電小計　　　　　,**,0,200,,
354,獅潭,23總計（含臨時用電）　　,**,"1,334","992,572",,
354,獅潭,24表燈合計　　　　　　　,**,317,"755,240",,
354,獅潭,25綜合＆電力合計　　　　,**,"1,017","237,332",,
356,後龍,1表燈非營業用　　　　,"22,208",217,"8,220,634",,
356,後龍,2表燈營業用　　　　　　,976,"1,063","1,644,643",,
356,後龍,3表燈小計　　　　　　　,**,"1,280","9,865,277",,
356,後龍,4低壓綜合裝置非營業用　,＊,0,0,,
356,後龍,5低壓綜合需量非營業用　,12,787,"195,404",,
356,後龍,6低壓綜合非營業用電小計,**,787,"195,404",,
356,後龍,7低壓綜合裝置營業用　　,＊,0,0,,
356,後龍,8低壓綜合需量營業用　　,27,"1,194","489,089",,
356,後龍,9低壓綜合營業用電小計　,**,"1,194","489,089",,
356,後龍,10低壓綜合用電小計　　　,**,"1,981","684,493",,
356,後龍,11低壓裝置電力　　　　　,81,773,"29,085",,
356,後龍,12低壓需量電力　　　　　,78,"2,426","404,767",,
356,後龍,13低壓電力小計　　　　　,**,"3,199","433,852",,
356,後龍,14高壓電力　　　　　　　,47,"21,883","6,630,796",,
356,後龍,15特高壓電力　　　　　　,＊,"10,200","4,496,900",,
356,後龍,16高＆特高壓電力小計　　,**,"32,083","11,127,696",,
356,後龍,17電力小計　　　　　　　,**,"35,282","11,561,548",,
356,後龍,18綜合＆電力小計　　　　,**,"37,263","12,246,041",,
356,後龍,19電燈＆綜合＆電力小計　,**,"38,543","22,111,318",,
356,後龍,20臨時電燈　　　　　　　,41,0,"15,484",,
356,後龍,21臨時電力　　　　　　　,＊,820,"71,760",,
356,後龍,22臨時用電小計　　　　　,**,820,"87,244",,
356,後龍,23總計（含臨時用電）　　,**,"38,543","22,198,562",,
356,後龍,24表燈合計　　　　　　　,**,"1,280","9,880,761",,
356,後龍,25綜合＆電力合計　　　　,**,"37,263","12,317,801",,
357,通霄,1表燈非營業用　　　　,"20,886",44,"5,711,155",,
357,通霄,2表燈營業用　　　　　　,"1,131",610,"1,569,032",,
357,通霄,3表燈小計　　　　　　　,**,654,"7,280,187",,
357,通霄,4低壓綜合裝置非營業用　,＊,0,0,,
357,通霄,5低壓綜合需量非營業用　,14,705,"172,191",,
357,通霄,6低壓綜合非營業用電小計,**,705,"172,191",,
357,通霄,7低壓綜合裝置營業用　　,＊,0,0,,
357,通霄,8低壓綜合需量營業用　　,21,"1,049","386,274",,
357,通霄,9低壓綜合營業用電小計　,**,"1,049","386,274",,
357,通霄,10低壓綜合用電小計　　　,**,"1,754","558,465",,
357,通霄,11低壓裝置電力　　　　　,347,"1,548","198,375",,
357,通霄,12低壓需量電力　　　　　,87,"2,545","715,517",,
357,通霄,13低壓電力小計　　　　　,**,"4,093","913,892",,
357,通霄,14高壓電力　　　　　　　,15,"6,015","1,914,710",,
357,通霄,15特高壓電力　　　　　　,6,"36,619","24,654,000",,
357,通霄,16高＆特高壓電力小計　　,**,"42,634","26,568,710",,
357,通霄,17電力小計　　　　　　　,**,"46,727","27,482,602",,
357,通霄,18綜合＆電力小計　　　　,**,"48,481","28,041,067",,
357,通霄,19電燈＆綜合＆電力小計　,**,"49,135","35,321,254",,
357,通霄,20臨時電燈　　　　　　　,21,0,"78,352",,
357,通霄,21臨時電力　　　　　　　,＊,678,"75,051",,
357,通霄,22臨時用電小計　　　　　,**,678,"153,403",,
357,通霄,23總計（含臨時用電）　　,**,"49,135","35,474,657",,
357,通霄,24表燈合計　　　　　　　,**,654,"7,358,539",,
357,通霄,25綜合＆電力合計　　　　,**,"48,481","28,116,118",,
358,苑裡,1表燈非營業用　　　　,"26,533",198,"10,088,111",,
358,苑裡,2表燈營業用　　　　　　,"1,862",810,"4,144,610",,
358,苑裡,3表燈小計　　　　　　　,**,"1,008","14,232,721",,
358,苑裡,4低壓綜合裝置非營業用　,＊,0,0,,
358,苑裡,5低壓綜合需量非營業用　,20,"1,027","248,653",,
358,苑裡,6低壓綜合非營業用電小計,**,"1,027","248,653",,
358,苑裡,7低壓綜合裝置營業用　　,＊,0,0,,
358,苑裡,8低壓綜合需量營業用　　,55,"2,586","856,692",,
358,苑裡,9低壓綜合營業用電小計　,**,"2,586","856,692",,
358,苑裡,10低壓綜合用電小計　　　,**,"3,613","1,105,345",,
358,苑裡,11低壓裝置電力　　　　　,91,634,"109,326",,
358,苑裡,12低壓需量電力　　　　　,116,"5,103","1,136,311",,
358,苑裡,13低壓電力小計　　　　　,**,"5,737","1,245,637",,
358,苑裡,14高壓電力　　　　　　　,22,"17,180","5,783,506",,
358,苑裡,15特高壓電力　　　　　　,＊,0,979,,
358,苑裡,16高＆特高壓電力小計　　,**,"17,180","5,784,485",,
358,苑裡,17電力小計　　　　　　　,**,"22,917","7,030,122",,
358,苑裡,18綜合＆電力小計　　　　,**,"26,530","8,135,467",,
358,苑裡,19電燈＆綜合＆電力小計　,**,"27,538","22,368,188",,
358,苑裡,20臨時電燈　　　　　　　,53,0,"14,512",,
358,苑裡,21臨時電力　　　　　　　,＊,99,"1,760",,
358,苑裡,22臨時用電小計　　　　　,**,99,"16,272",,
358,苑裡,23總計（含臨時用電）　　,**,"27,538","22,384,460",,
358,苑裡,24表燈合計　　　　　　　,**,"1,008","14,247,233",,
358,苑裡,25綜合＆電力合計　　　　,**,"26,530","8,137,227",,
360,苗栗,1表燈非營業用　　　　,"49,419",299,"15,880,358",,
360,苗栗,2表燈營業用　　　　　　,"3,221","3,809","4,479,391",,
360,苗栗,3表燈小計　　　　　　　,**,"4,108","20,359,749",,
360,苗栗,4低壓綜合裝置非營業用　,＊,0,0,,
360,苗栗,5低壓綜合需量非營業用　,96,"4,524","1,406,381",,
360,苗栗,6低壓綜合非營業用電小計,**,"4,524","1,406,381",,
360,苗栗,7低壓綜合裝置營業用　　,＊,0,0,,
360,苗栗,8低壓綜合需量營業用　　,136,"5,791","1,949,945",,
360,苗栗,9低壓綜合營業用電小計　,**,"5,791","1,949,945",,
360,苗栗,10低壓綜合用電小計　　　,**,"10,315","3,356,326",,
360,苗栗,11低壓裝置電力　　　　　,75,583,"58,864",,
360,苗栗,12低壓需量電力　　　　　,85,"2,997","651,432",,
360,苗栗,13低壓電力小計　　　　　,**,"3,580","710,296",,
360,苗栗,14高壓電力　　　　　　　,66,"37,637","16,052,380",,
360,苗栗,15特高壓電力　　　　　　,＊,"47,400","24,778,800",,
360,苗栗,16高＆特高壓電力小計　　,**,"85,037","40,831,180",,
360,苗栗,17電力小計　　　　　　　,**,"88,617","41,541,476",,
360,苗栗,18綜合＆電力小計　　　　,**,"98,932","44,897,802",,
360,苗栗,19電燈＆綜合＆電力小計　,**,"103,040","65,257,551",,
360,苗栗,20臨時電燈　　　　　　　,152,0,"26,092",,
360,苗栗,21臨時電力　　　　　　　,＊,0,0,,
360,苗栗,22臨時用電小計　　　　　,**,0,"26,092",,
360,苗栗,23總計（含臨時用電）　　,**,"103,040","65,283,643",,
360,苗栗,24表燈合計　　　　　　　,**,"4,108","20,385,841",,
360,苗栗,25綜合＆電力合計　　　　,**,"98,932","44,897,802",,
361,造橋,1表燈非營業用　　　　,"9,281",55,"2,188,456",,
361,造橋,2表燈營業用　　　　　　,333,306,"396,831",,
361,造橋,3表燈小計　　　　　　　,**,361,"2,585,287",,
361,造橋,4低壓綜合裝置非營業用　,＊,0,0,,
361,造橋,5低壓綜合需量非營業用　,7,284,"54,577",,
361,造橋,6低壓綜合非營業用電小計,**,284,"54,577",,
361,造橋,7低壓綜合裝置營業用　　,＊,0,0,,
361,造橋,8低壓綜合需量營業用　　,14,561,"171,544",,
361,造橋,9低壓綜合營業用電小計　,**,561,"171,544",,
361,造橋,10低壓綜合用電小計　　　,**,845,"226,121",,
361,造橋,11低壓裝置電力　　　　　,40,333,"34,649",,
361,造橋,12低壓需量電力　　　　　,49,"2,063","449,725",,
361,造橋,13低壓電力小計　　　　　,**,"2,396","484,374",,
361,造橋,14高壓電力　　　　　　　,26,"25,464","11,556,524",,
361,造橋,15特高壓電力　　　　　　,＊,0,0,,
361,造橋,16高＆特高壓電力小計　　,**,"25,464","11,556,524",,
361,造橋,17電力小計　　　　　　　,**,"27,860","12,040,898",,
361,造橋,18綜合＆電力小計　　　　,**,"28,705","12,267,019",,
361,造橋,19電燈＆綜合＆電力小計　,**,"29,066","14,852,306",,
361,造橋,20臨時電燈　　　　　　　,6,0,650,,
361,造橋,21臨時電力　　　　　　　,＊,0,0,,
361,造橋,22臨時用電小計　　　　　,**,0,650,,
361,造橋,23總計（含臨時用電）　　,**,"29,066","14,852,956",,
361,造橋,24表燈合計　　　　　　　,**,361,"2,585,937",,
361,造橋,25綜合＆電力合計　　　　,**,"28,705","12,267,019",,
362,頭屋,1表燈非營業用　　　　,"5,468",48,"1,508,302",,
362,頭屋,2表燈營業用　　　　　　,216,165,"233,446",,
362,頭屋,3表燈小計　　　　　　　,**,213,"1,741,748",,
362,頭屋,4低壓綜合裝置非營業用　,＊,0,0,,
362,頭屋,5低壓綜合需量非營業用　,6,216,"38,712",,
362,頭屋,6低壓綜合非營業用電小計,**,216,"38,712",,
362,頭屋,7低壓綜合裝置營業用　　,＊,0,0,,
362,頭屋,8低壓綜合需量營業用　　,8,390,"136,693",,
362,頭屋,9低壓綜合營業用電小計　,**,390,"136,693",,
362,頭屋,10低壓綜合用電小計　　　,**,606,"175,405",,
362,頭屋,11低壓裝置電力　　　　　,17,56,"10,838",,
362,頭屋,12低壓需量電力　　　　　,30,719,"107,157",,
362,頭屋,13低壓電力小計　　　　　,**,775,"117,995",,
362,頭屋,14高壓電力　　　　　　　,9,"3,645","1,298,372",,
362,頭屋,15特高壓電力　　　　　　,＊,770,"472,800",,
362,頭屋,16高＆特高壓電力小計　　,**,"4,415","1,771,172",,
362,頭屋,17電力小計　　　　　　　,**,"5,190","1,889,167",,
362,頭屋,18綜合＆電力小計　　　　,**,"5,796","2,064,572",,
362,頭屋,19電燈＆綜合＆電力小計　,**,"6,009","3,806,320",,
362,頭屋,20臨時電燈　　　　　　　,20,0,"13,469",,
362,頭屋,21臨時電力　　　　　　　,＊,0,0,,
362,頭屋,22臨時用電小計　　　　　,**,0,"13,469",,
362,頭屋,23總計（含臨時用電）　　,**,"6,009","3,819,789",,
362,頭屋,24表燈合計　　　　　　　,**,213,"1,755,217",,
362,頭屋,25綜合＆電力合計　　　　,**,"5,796","2,064,572",,
363,公館,1表燈非營業用　　　　,"17,707",78,"5,538,010",,
363,公館,2表燈營業用　　　　　　,738,864,"1,344,610",,
363,公館,3表燈小計　　　　　　　,**,942,"6,882,620",,
363,公館,4低壓綜合裝置非營業用　,＊,0,0,,
363,公館,5低壓綜合需量非營業用　,10,759,"141,194",,
363,公館,6低壓綜合非營業用電小計,**,759,"141,194",,
363,公館,7低壓綜合裝置營業用　　,＊,0,0,,
363,公館,8低壓綜合需量營業用　　,21,"1,194","439,665",,
363,公館,9低壓綜合營業用電小計　,**,"1,194","439,665",,
363,公館,10低壓綜合用電小計　　　,**,"1,953","580,859",,
363,公館,11低壓裝置電力　　　　　,39,222,"12,276",,
363,公館,12低壓需量電力　　　　　,58,"2,275","410,352",,
363,公館,13低壓電力小計　　　　　,**,"2,497","422,628",,
363,公館,14高壓電力　　　　　　　,11,"3,191","1,038,440",,
363,公館,15特高壓電力　　　　　　,＊,0,0,,
363,公館,16高＆特高壓電力小計　　,**,"3,191","1,038,440",,
363,公館,17電力小計　　　　　　　,**,"5,688","1,461,068",,
363,公館,18綜合＆電力小計　　　　,**,"7,641","2,041,927",,
363,公館,19電燈＆綜合＆電力小計　,**,"8,583","8,924,547",,
363,公館,20臨時電燈　　　　　　　,88,0,"6,042",,
363,公館,21臨時電力　　　　　　　,＊,5,0,,
363,公館,22臨時用電小計　　　　　,**,5,"6,042",,
363,公館,23總計（含臨時用電）　　,**,"8,583","8,930,589",,
363,公館,24表燈合計　　　　　　　,**,942,"6,888,662",,
363,公館,25綜合＆電力合計　　　　,**,"7,641","2,041,927",,
364,大湖,1表燈非營業用　　　　,"8,495",82,"1,596,439",,
364,大湖,2表燈營業用　　　　　　,436,321,"387,387",,
364,大湖,3表燈小計　　　　　　　,**,403,"1,983,826",,
364,大湖,4低壓綜合裝置非營業用　,＊,0,0,,
364,大湖,5低壓綜合需量非營業用　,＊,379,"53,606",,
364,大湖,6低壓綜合非營業用電小計,**,379,"53,606",,
364,大湖,7低壓綜合裝置營業用　　,＊,0,0,,
364,大湖,8低壓綜合需量營業用　　,12,802,"280,320",,
364,大湖,9低壓綜合營業用電小計　,**,802,"280,320",,
364,大湖,10低壓綜合用電小計　　　,**,"1,181","333,926",,
364,大湖,11低壓裝置電力　　　　　,15,182,"21,428",,
364,大湖,12低壓需量電力　　　　　,16,485,"126,262",,
364,大湖,13低壓電力小計　　　　　,**,667,"147,690",,
364,大湖,14高壓電力　　　　　　　,6,"1,240","356,980",,
364,大湖,15特高壓電力　　　　　　,＊,0,0,,
364,大湖,16高＆特高壓電力小計　　,**,"1,240","356,980",,
364,大湖,17電力小計　　　　　　　,**,"1,907","504,670",,
364,大湖,18綜合＆電力小計　　　　,**,"3,088","838,596",,
364,大湖,19電燈＆綜合＆電力小計　,**,"3,491","2,822,422",,
364,大湖,20臨時電燈　　　　　　　,6,0,781,,
364,大湖,21臨時電力　　　　　　　,＊,0,0,,
364,大湖,22臨時用電小計　　　　　,**,0,781,,
364,大湖,23總計（含臨時用電）　　,**,"3,491","2,823,203",,
364,大湖,24表燈合計　　　　　　　,**,403,"1,984,607",,
364,大湖,25綜合＆電力合計　　　　,**,"3,088","838,596",,
365,泰安,1表燈非營業用　　　　,"2,312",0,"198,811",,
365,泰安,2表燈營業用　　　　　　,102,297,"152,129",,
365,泰安,3表燈小計　　　　　　　,**,297,"350,940",,
365,泰安,4低壓綜合裝置非營業用　,＊,0,0,,
365,泰安,5低壓綜合需量非營業用　,＊,197,"48,720",,
365,泰安,6低壓綜合非營業用電小計,**,197,"48,720",,
365,泰安,7低壓綜合裝置營業用　　,＊,0,0,,
365,泰安,8低壓綜合需量營業用　　,8,661,"192,823",,
365,泰安,9低壓綜合營業用電小計　,**,661,"192,823",,
365,泰安,10低壓綜合用電小計　　　,**,858,"241,543",,
365,泰安,11低壓裝置電力　　　　　,＊,11,116,,
365,泰安,12低壓需量電力　　　　　,7,173,"17,244",,
365,泰安,13低壓電力小計　　　　　,**,184,"17,360",,
365,泰安,14高壓電力　　　　　　　,＊,"1,010","389,160",,
365,泰安,15特高壓電力　　　　　　,＊,"3,421","1,391,600",,
365,泰安,16高＆特高壓電力小計　　,**,"4,431","1,780,760",,
365,泰安,17電力小計　　　　　　　,**,"4,615","1,798,120",,
365,泰安,18綜合＆電力小計　　　　,**,"5,473","2,039,663",,
365,泰安,19電燈＆綜合＆電力小計　,**,"5,770","2,390,603",,
365,泰安,20臨時電燈　　　　　　　,＊,0,1,,
365,泰安,21臨時電力　　　　　　　,＊,0,0,,
365,泰安,22臨時用電小計　　　　　,**,0,1,,
365,泰安,23總計（含臨時用電）　　,**,"5,770","2,390,604",,
365,泰安,24表燈合計　　　　　　　,**,297,"350,941",,
365,泰安,25綜合＆電力合計　　　　,**,"5,473","2,039,663",,
366,銅鑼,1表燈非營業用　　　　,"9,620",165,"4,880,583",,
366,銅鑼,2表燈營業用　　　　　　,485,363,"1,269,932",,
366,銅鑼,3表燈小計　　　　　　　,**,528,"6,150,515",,
366,銅鑼,4低壓綜合裝置非營業用　,＊,0,0,,
366,銅鑼,5低壓綜合需量非營業用　,＊,85,"23,725",,
366,銅鑼,6低壓綜合非營業用電小計,**,85,"23,725",,
366,銅鑼,7低壓綜合裝置營業用　　,＊,0,0,,
366,銅鑼,8低壓綜合需量營業用　　,9,338,"136,424",,
366,銅鑼,9低壓綜合營業用電小計　,**,338,"136,424",,
366,銅鑼,10低壓綜合用電小計　　　,**,423,"160,149",,
366,銅鑼,11低壓裝置電力　　　　　,15,150,"21,418",,
366,銅鑼,12低壓需量電力　　　　　,79,"4,843","507,085",,
366,銅鑼,13低壓電力小計　　　　　,**,"4,993","528,503",,
366,銅鑼,14高壓電力　　　　　　　,96,"68,468","26,687,454",,
366,銅鑼,15特高壓電力　　　　　　,＊,"24,000","13,588,800",,
366,銅鑼,16高＆特高壓電力小計　　,**,"92,468","40,276,254",,
366,銅鑼,17電力小計　　　　　　　,**,"97,461","40,804,757",,
366,銅鑼,18綜合＆電力小計　　　　,**,"97,884","40,964,906",,
366,銅鑼,19電燈＆綜合＆電力小計　,**,"98,412","47,115,421",,
366,銅鑼,20臨時電燈　　　　　　　,23,0,"8,537",,
366,銅鑼,21臨時電力　　　　　　　,＊,348,"35,480",,
366,銅鑼,22臨時用電小計　　　　　,**,348,"44,017",,
366,銅鑼,23總計（含臨時用電）　　,**,"98,412","47,159,438",,
366,銅鑼,24表燈合計　　　　　　　,**,528,"6,159,052",,
366,銅鑼,25綜合＆電力合計　　　　,**,"97,884","41,000,386",,
367,三義,1表燈非營業用　　　　,"8,474",88,"2,124,666",,
367,三義,2表燈營業用　　　　　　,723,629,"870,132",,
367,三義,3表燈小計　　　　　　　,**,717,"2,994,798",,
367,三義,4低壓綜合裝置非營業用　,＊,0,0,,
367,三義,5低壓綜合需量非營業用　,13,787,"277,621",,
367,三義,6低壓綜合非營業用電小計,**,787,"277,621",,
367,三義,7低壓綜合裝置營業用　　,＊,0,0,,
367,三義,8低壓綜合需量營業用　　,21,"1,231","389,534",,
367,三義,9低壓綜合營業用電小計　,**,"1,231","389,534",,
367,三義,10低壓綜合用電小計　　　,**,"2,018","667,155",,
367,三義,11低壓裝置電力　　　　　,18,436,"86,333",,
367,三義,12低壓需量電力　　　　　,54,"2,608","492,557",,
367,三義,13低壓電力小計　　　　　,**,"3,044","578,890",,
367,三義,14高壓電力　　　　　　　,36,"30,093","11,127,528",,
367,三義,15特高壓電力　　　　　　,＊,"11,000","3,788,400",,
367,三義,16高＆特高壓電力小計　　,**,"41,093","14,915,928",,
367,三義,17電力小計　　　　　　　,**,"44,137","15,494,818",,
367,三義,18綜合＆電力小計　　　　,**,"46,155","16,161,973",,
367,三義,19電燈＆綜合＆電力小計　,**,"46,872","19,156,771",,
367,三義,20臨時電燈　　　　　　　,13,0,"1,251",,
367,三義,21臨時電力　　　　　　　,＊,0,0,,
367,三義,22臨時用電小計　　　　　,**,0,"1,251",,
367,三義,23總計（含臨時用電）　　,**,"46,872","19,158,022",,
367,三義,24表燈合計　　　　　　　,**,717,"2,996,049",,
367,三義,25綜合＆電力合計　　　　,**,"46,155","16,161,973",,
368,西湖,1表燈非營業用　　　　,"3,651",0,"166,453",,
368,西湖,2表燈營業用　　　　　　,94,98,"61,573",,
368,西湖,3表燈小計　　　　　　　,**,98,"228,026",,
368,西湖,4低壓綜合裝置非營業用　,＊,0,0,,
368,西湖,5低壓綜合需量非營業用　,＊,164,"41,240",,
368,西湖,6低壓綜合非營業用電小計,**,164,"41,240",,
368,西湖,7低壓綜合裝置營業用　　,＊,0,0,,
368,西湖,8低壓綜合需量營業用　　,＊,57,"30,848",,
368,西湖,9低壓綜合營業用電小計　,**,57,"30,848",,
368,西湖,10低壓綜合用電小計　　　,**,221,"72,088",,
368,西湖,11低壓裝置電力　　　　　,18,124,"11,333",,
368,西湖,12低壓需量電力　　　　　,17,713,"138,087",,
368,西湖,13低壓電力小計　　　　　,**,837,"149,420",,
368,西湖,14高壓電力　　　　　　　,10,"2,935","1,137,200",,
368,西湖,15特高壓電力　　　　　　,＊,"129,650","41,694,400",,
368,西湖,16高＆特高壓電力小計　　,**,"132,585","42,831,600",,
368,西湖,17電力小計　　　　　　　,**,"133,422","42,981,020",,
368,西湖,18綜合＆電力小計　　　　,**,"133,643","43,053,108",,
368,西湖,19電燈＆綜合＆電力小計　,**,"133,741","43,281,134",,
368,西湖,20臨時電燈　　　　　　　,＊,0,0,,
368,西湖,21臨時電力　　　　　　　,＊,0,0,,
368,西湖,22臨時用電小計　　　　　,**,0,0,,
368,西湖,23總計（含臨時用電）　　,**,"133,741","43,281,134",,
368,西湖,24表燈合計　　　　　　　,**,98,"228,026",,
368,西湖,25綜合＆電力合計　　　　,**,"133,643","43,053,108",,
369,卓蘭,1表燈非營業用　　　　,"12,424",35,"2,509,972",,
369,卓蘭,2表燈營業用　　　　　　,442,255,"681,355",,
369,卓蘭,3表燈小計　　　　　　　,**,290,"3,191,327",,
369,卓蘭,4低壓綜合裝置非營業用　,＊,0,0,,
369,卓蘭,5低壓綜合需量非營業用　,＊,0,0,,
369,卓蘭,6低壓綜合非營業用電小計,**,0,0,,
369,卓蘭,7低壓綜合裝置營業用　　,＊,0,0,,
369,卓蘭,8低壓綜合需量營業用　　,11,445,"152,917",,
369,卓蘭,9低壓綜合營業用電小計　,**,445,"152,917",,
369,卓蘭,10低壓綜合用電小計　　　,**,445,"152,917",,
369,卓蘭,11低壓裝置電力　　　　　,11,98,"26,133",,
369,卓蘭,12低壓需量電力　　　　　,27,"1,069","312,753",,
369,卓蘭,13低壓電力小計　　　　　,**,"1,167","338,886",,
369,卓蘭,14高壓電力　　　　　　　,＊,"2,005","414,560",,
369,卓蘭,15特高壓電力　　　　　　,＊,0,0,,
369,卓蘭,16高＆特高壓電力小計　　,**,"2,005","414,560",,
369,卓蘭,17電力小計　　　　　　　,**,"3,172","753,446",,
369,卓蘭,18綜合＆電力小計　　　　,**,"3,617","906,363",,
369,卓蘭,19電燈＆綜合＆電力小計　,**,"3,907","4,097,690",,
369,卓蘭,20臨時電燈　　　　　　　,7,0,424,,
369,卓蘭,21臨時電力　　　　　　　,＊,0,0,,
369,卓蘭,22臨時用電小計　　　　　,**,0,424,,
369,卓蘭,23總計（含臨時用電）　　,**,"3,907","4,098,114",,
369,卓蘭,24表燈合計　　　　　　　,**,290,"3,191,751",,
369,卓蘭,25綜合＆電力合計　　　　,**,"3,617","906,363",,
400,中區,1表燈非營業用　　　　,"15,261",87,"1,286,763",,
400,中區,2表燈營業用　　　　　　,"2,398","3,689","1,752,154",,
400,中區,3表燈小計　　　　　　　,**,"3,776","3,038,917",,
400,中區,4低壓綜合裝置非營業用　,＊,44,868,,
400,中區,5低壓綜合需量非營業用　,66,"1,949","364,382",,
400,中區,6低壓綜合非營業用電小計,**,"1,993","365,250",,
400,中區,7低壓綜合裝置營業用　　,12,657,"73,695",,
400,中區,8低壓綜合需量營業用　　,383,"14,754","4,331,249",,
400,中區,9低壓綜合營業用電小計　,**,"15,411","4,404,944",,
400,中區,10低壓綜合用電小計　　　,**,"17,404","4,770,194",,
400,中區,11低壓裝置電力　　　　　,106,857,"119,130",,
400,中區,12低壓需量電力　　　　　,17,786,"170,869",,
400,中區,13低壓電力小計　　　　　,**,"1,643","289,999",,
400,中區,14高壓電力　　　　　　　,68,"18,378","6,225,761",,
400,中區,15特高壓電力　　　　　　,＊,0,0,,
400,中區,16高＆特高壓電力小計　　,**,"18,378","6,225,761",,
400,中區,17電力小計　　　　　　　,**,"20,021","6,515,760",,
400,中區,18綜合＆電力小計　　　　,**,"37,425","11,285,954",,
400,中區,19電燈＆綜合＆電力小計　,**,"41,201","14,324,871",,
400,中區,20臨時電燈　　　　　　　,8,0,0,,
400,中區,21臨時電力　　　　　　　,＊,420,"38,280",,
400,中區,22臨時用電小計　　　　　,**,420,"38,280",,
400,中區,23總計（含臨時用電）　　,**,"41,201","14,363,151",,
400,中區,24表燈合計　　　　　　　,**,"3,776","3,038,917",,
400,中區,25綜合＆電力合計　　　　,**,"37,425","11,324,234",,
401,東區,1表燈非營業用　　　　,"38,002",174,"20,526,930",,
401,東區,2表燈營業用　　　　　　,"4,260","4,544","7,817,391",,
401,東區,3表燈小計　　　　　　　,**,"4,718","28,344,321",,
401,東區,4低壓綜合裝置非營業用　,＊,65,"17,120",,
401,東區,5低壓綜合需量非營業用　,109,"4,480","1,024,239",,
401,東區,6低壓綜合非營業用電小計,**,"4,545","1,041,359",,
401,東區,7低壓綜合裝置營業用　　,＊,36,"13,266",,
401,東區,8低壓綜合需量營業用　　,200,"8,801","2,915,849",,
401,東區,9低壓綜合營業用電小計　,**,"8,837","2,929,115",,
401,東區,10低壓綜合用電小計　　　,**,"13,382","3,970,474",,
401,東區,11低壓裝置電力　　　　　,149,"1,721","304,283",,
401,東區,12低壓需量電力　　　　　,557,"10,996","1,927,373",,
401,東區,13低壓電力小計　　　　　,**,"12,717","2,231,656",,
401,東區,14高壓電力　　　　　　　,31,"14,778","5,469,801",,
401,東區,15特高壓電力　　　　　　,＊,"2,880","1,604,400",,
401,東區,16高＆特高壓電力小計　　,**,"17,658","7,074,201",,
401,東區,17電力小計　　　　　　　,**,"30,375","9,305,857",,
401,東區,18綜合＆電力小計　　　　,**,"43,757","13,276,331",,
401,東區,19電燈＆綜合＆電力小計　,**,"48,475","41,620,652",,
401,東區,20臨時電燈　　　　　　　,41,0,"16,428",,
401,東區,21臨時電力　　　　　　　,25,"2,217","517,491",,
401,東區,22臨時用電小計　　　　　,**,"2,217","533,919",,
401,東區,23總計（含臨時用電）　　,**,"48,475","42,154,571",,
401,東區,24表燈合計　　　　　　　,**,"4,718","28,360,749",,
401,東區,25綜合＆電力合計　　　　,**,"43,757","13,793,822",,
402,南區,1表燈非營業用　　　　,"70,546",121,"51,876,816",,
402,南區,2表燈營業用　　　　　　,"5,384","5,322","12,196,547",,
402,南區,3表燈小計　　　　　　　,**,"5,443","64,073,363",,
402,南區,4低壓綜合裝置非營業用　,＊,0,0,,
402,南區,5低壓綜合需量非營業用　,407,"15,063","2,707,871",,
402,南區,6低壓綜合非營業用電小計,**,"15,063","2,707,871",,
402,南區,7低壓綜合裝置營業用　　,＊,0,0,,
402,南區,8低壓綜合需量營業用　　,203,"9,094","2,880,890",,
402,南區,9低壓綜合營業用電小計　,**,"9,094","2,880,890",,
402,南區,10低壓綜合用電小計　　　,**,"24,157","5,588,761",,
402,南區,11低壓裝置電力　　　　　,109,"1,521","179,971",,
402,南區,12低壓需量電力　　　　　,318,"8,558","1,586,980",,
402,南區,13低壓電力小計　　　　　,**,"10,079","1,766,951",,
402,南區,14高壓電力　　　　　　　,54,"42,736","15,766,833",,
402,南區,15特高壓電力　　　　　　,＊,999,"394,200",,
402,南區,16高＆特高壓電力小計　　,**,"43,735","16,161,033",,
402,南區,17電力小計　　　　　　　,**,"53,814","17,927,984",,
402,南區,18綜合＆電力小計　　　　,**,"77,971","23,516,745",,
